name,id,parent_id
'Headquarters',com_10665_8,
'Regional Office for Africa',com_10665_1637,
'Regional Office for Europe',com_10665_107131,
'Regional Office for the Americas',com_10665_164806,
'Regional Office for the Western Pacific',com_10665_137517,
'Regional Office for the Eastern Mediterranean',com_10665_113205,
'Regional Office for South-East Asia',com_10665_126384,
